1.0125657428	1.2599200146	0.9848910443	0.9629107233	-0.2696207232	-0.0103732641	0.2695287954	0.9629459681	-0.0094493843	0.0125366427	0.0063030201	0.9999015474	
1.0488214717	1.5240008307	0.9731143379	0.8686736476	-0.4949077943	-0.0217340551	0.4946070479	0.8689322036	-0.0179079256	0.0277481923	0.0048063262	0.9996033899	
1.1072062995	1.7983145906	0.9651590901	0.7605108109	-0.6484090455	-0.0344821134	0.6479142895	0.7612864118	-0.025496521	0.0427829392	-0.0029510741	0.9990800325	
1.1868654843	2.0885455504	0.9617373633	0.6673869424	-0.7430921763	-0.0490783722	0.7425403623	0.6690231495	-0.0322774805	0.0568197104	-0.0149011033	0.998273248	
1.2875547917	2.4001604267	0.9638061849	0.5963926785	-0.7999700487	-0.0660582631	0.799618157	0.5992891461	-0.0382533961	0.0701895712	-0.0300073412	0.9970822351	
1.4095688379	2.7385520876	0.9726082614	0.544858414	-0.8341016948	-0.0860445895	0.8343651659	0.5495037873	-0.0433630905	0.0834510551	-0.0481658634	0.995347161	
1.5536888219	3.1091609931	0.9897311769	0.5081093349	-0.8542705711	-0.1097574383	0.8558022988	0.5151199706	-0.0474746379	0.0970944344	-0.0698083613	0.9928239841	
1.7211458286	3.5175771372	1.0171865401	0.4820185478	-0.8652223117	-0.1380161981	0.8690354184	0.4921785489	-0.0503757636	0.1115148468	-0.095658912	0.989148023	
1.9135964317	3.969623511	1.0575118389	0.4634612567	-0.8693182822	-0.1717247444	0.8769629569	0.4777620651	-0.0517627417	0.1270418662	-0.1266062143	0.9837841383	
2.1331076377	4.4714201769	1.1138988836	0.4501871937	-0.8674455313	-0.211824788	0.881251727	0.4698625466	-0.0512306638	0.1439683447	-0.1636075715	0.9759639739	
2.3821483036	5.0294257554	1.1903536994	0.4406005419	-0.8594703308	-0.2591947393	0.8828601834	0.4671485653	-0.04827126	0.1625701664	-0.2075643718	0.9646180449	
2.6635839951	5.6504502771	1.291893521	0.4335707565	-0.8444688875	-0.314465733	0.8823174088	0.4687510734	-0.0422897301	0.1831185112	-0.2591230004	0.9483263581	
2.9806717971	6.3416297071	1.4247870087	0.4282916813	-0.8209044222	-0.3777329287	0.8798731857	0.4740850245	-0.0326583312	0.2058868933	-0.3183697837	0.9253384613	
3.3370507787	7.1103477347	1.5968436611	0.4241810933	-0.7868966534	-0.4481785995	0.8755787002	0.4827084953	-0.0188268007	0.2311543638	-0.3844296627	0.8937457662	
3.7367225713	7.9640843405	1.8177571712	0.4208097166	-0.7407044585	-0.5237137459	0.8693283259	0.4942347774	-0.0004966391	0.2592054094	-0.4550702034	0.8518941635	
4.1840147372	8.9101629399	2.0995043914	0.4178507039	-0.6814391161	-0.6008673068	0.8608782523	0.5083275506	0.0221751238	0.2903264095	-0.526539488	0.7990411401	
4.6835171732	9.9553584319	2.4567954701	0.4150430193	-0.6098008429	-0.6751905095	0.8498503305	0.5247934491	0.048438121	0.3247979493	-0.5939147816	0.7360513055	
5.2399786162	11.1053174781	2.9075598941	0.4121640808	-0.5284085243	-0.7422298849	0.8357258017	0.5437223778	0.0769958455	0.3628817368	-0.6520355874	0.6657074716	
5.8581463531	12.3637307324	3.4734352439	0.4090083645	-0.4413689785	-0.7986899164	0.8178318219	0.565558996	0.106273859	0.4048002827	-0.6966609267	0.5922839558	
6.542527602	13.731186819	4.1801974384	0.4053695795	-0.3532095032	-0.8431598608	0.7953231176	0.5910099965	0.1347899204	0.4507068256	-0.7252242625	0.520493157	
7.2970461435	15.2036341565	5.0580296919	0.401024605	-0.2677551156	-0.8760630481	0.7671613932	0.6208079936	0.1614336763	0.5006422505	-0.7368206248	0.4543706679	
8.1245636233	16.7703873441	6.141469487	0.3957177751	-0.1874878343	-0.8990304525	0.7320962418	0.6554433494	0.1855508247	0.5544750087	-0.731602575	0.3966297228	
9.0262333839	18.4116527881	7.4687983544	0.3891443668	-0.1134988851	-0.9141578993	0.6886534292	0.6949550745	0.2068668625	0.6118195128	-0.7100390464	0.3485992489	
10.000658949	20.0956323616	9.0805545629	0.3809324142	-0.0458093516	-0.9234673785	0.6351397741	0.7387933885	0.2253481674	0.6719285402	-0.6723732836	0.3105256903	
11.0428443109	21.7754173526	11.016773511	0.3706223656	0.0162111884	-0.928642159	0.5696786938	0.7857154062	0.241075686	0.7335565745	-0.6183756932	0.2819685338	
12.1429556129	23.3861286983	13.3125360087	0.357644847	0.0734839576	-0.9309620139	0.4902968974	0.8336734293	0.2541605116	0.7947950149	-0.5473469844	0.2621300497	
13.2849709736	24.8430959586	15.991501466	0.3412982771	0.1269590102	-0.9313414496	0.3950901118	0.8796801962	0.2647008802	0.8528887909	-0.4583057519	0.2500730858	
14.4453818667	26.0422511628	19.057419253	0.3207308426	0.1774326087	-0.9304028138	0.282502093	0.9196678544	0.2727702422	0.9040598952	-0.3503265718	0.2448407625	
15.5922217582	26.8642118482	22.4842446446	0.2949360901	0.2254082979	-0.9285492997	0.1517514862	0.9483934635	0.2784265159	0.9433897335	-0.2230267642	0.2455094158	
16.6848139689	27.1834923635	26.206460178	0.2627784999	0.2709721262	-0.9260246038	0.0034253086	0.9594859799	0.2817355526	0.9648501061	-0.0772059659	0.2512041234	
17.6747031102	26.8835828812	30.1123504586	0.2230737793	0.3136696522	-0.9229568995	-0.1597905163	0.9457743166	0.2828037005	0.9616158692	0.0843936692	0.2610988868	
