1	0	0	1	1	0	
-0.4	0.3	1	0	0	1	
1.076	-0.12	0.7459376616	0.6660157693	0.6660157693	-0.7459376616	
-0.7408864	0.3228	-0.9395910921	-0.3422989625	0.3422989625	-0.9395910921	
0.5543222792	-0.22226592	-0.8912475148	-0.4535172184	-0.4535172184	0.8912475148	
0.3475516151	0.1662966838	0.8136245226	0.5813906916	-0.5813906916	0.8136245226	
0.9971877086	0.1042654845	-0.7649152496	0.6441309346	0.6441309346	0.7649152496	
-0.287871172	0.2991563126	0.9500705282	0.3120352408	-0.3120352408	0.9500705282	
1.1831385762	-0.0863613516	0.5775692299	0.8163417083	0.8163417083	-0.5775692299	
-1.0461049983	0.3549415729	-0.944981745	-0.3271230681	0.3271230681	-0.944981745	
-0.1771283616	-0.3138314995	-0.9426909485	-0.3336671629	-0.3336671629	0.9426909485	
0.6422442614	-0.0531385085	-0.5158462504	0.856681181	-0.856681181	-0.5158462504	
0.3693927237	0.1926732784	0.7926387272	-0.6096916009	-0.6096916009	-0.7926387272	
1.0016419004	0.1108178171	-0.7844994217	-0.6201295489	0.6201295489	-0.7844994217	
-0.2937832782	0.3004925701	0.9499788591	-0.3123142123	-0.3123142123	-0.9499788591	
1.1796605097	-0.0881349835	0.5864181536	-0.8100084871	0.8100084871	0.5864181536	
-1.0363734689	0.3538981529	-0.9449782365	0.327133203	0.327133203	0.9449782365	
-0.1497998011	-0.3109120407	-0.9416654214	0.3365504927	-0.3365504927	-0.9416654214	
0.6576719868	-0.0449399403	-0.4659843602	-0.8847929566	-0.8847929566	0.4659843602	
0.3495146406	0.197301596	0.7861120904	0.6180839598	-0.6180839598	0.7861120904	
1.0262769184	0.1048543922	-0.7719897116	0.6356350251	0.6356350251	0.7719897116	
-0.3696876463	0.3078830755	0.952298977	0.3051666076	-0.3051666076	0.952298977	
1.1165465373	-0.1109062939	0.6845188836	0.728995129	0.728995129	-0.6845188836	
-0.8562529319	0.3349639612	-0.9420012335	-0.3356094099	0.3356094099	-0.9420012335	
